,Source,Target,Weight
1231,육아휴직하,1년,9
1232,1년,나중,49
1233,1년,단축근무,40
1234,6개월,나중,26
1235,6개월,단축근무,16
1236,나중,단축근무,7
1237,1년,기간,138
1238,산전육휴,예정일,10
1239,산전육휴,90일,15
1240,산전육휴,기간,10
1241,산전육휴,2달,1
1242,산전육휴,회사,23
1243,산전육휴,나머지,5
1244,산전육휴,계산,16
1245,산전육휴,달,3
1246,예정일,90일,53
1247,예정일,기간,43
1248,예정일,2달,4
1249,예정일,회사,91
1250,예정일,나머지,14
1251,예정일,계산,51
1252,예정일,달,9
1253,90일,기간,54
1254,90일,2달,7
1255,90일,회사,84
1256,90일,나머지,15
1257,90일,계산,106
1258,90일,달,7
1259,기간,2달,6
1260,기간,나머지,14
1261,기간,달,17
1262,2달,회사,14
1263,2달,나머지,5
1264,2달,계산,5
1265,2달,달,3
1266,회사,나머지,50
1267,회사,계산,81
1268,회사,달,31
1269,나머지,계산,10
1270,나머지,달,8
1271,계산,달,12
1272,기간,직장맘,7
1273,연차,출산,109
1274,연차,소진,107
1275,연차,휴가,57
1276,출산,소진,42
1277,출산,휴가,132
1278,소진,휴가,27
1279,복직후,3개월,9
1280,복직후,복직,31
1281,복직후,퇴사처리,1
1282,복직후,사업주,5
1283,복직후,실업급여,1
1284,복직후,권고사직,2
1285,3개월,퇴사처리,3
1286,3개월,사업주,6
1287,3개월,실업급여,14
1288,3개월,권고사직,10
1289,복직,사업주,7
1290,복직,실업급여,53
1291,복직,권고사직,28
1292,퇴사처리,사업주,1
1293,퇴사처리,실업급여,9
1294,퇴사처리,권고사직,4
1295,사업주,실업급여,7
1296,사업주,권고사직,4
1297,실업급여,권고사직,29
1298,출산휴가육아휴직,계산법,4
1299,출산휴가육아휴직,계산,49
1300,출산휴가육아휴직,법,7
1301,계산법,계산,9
1302,계산법,법,2
1303,계산,법,2
1304,사람,집,13
1305,사람,한번,8
1306,사람,생각,32
1307,사람,아가,3
1308,사람,출산육아휴직,3
1309,사람,뭐,11
1310,사람,글,10
1311,사람,아기,23
1312,사람,선배님,4
1313,사람,맘,6
1314,집,한번,4
1315,집,생각,32
1316,집,아가,6
1317,집,출산육아휴직,1
1318,집,시작,4
1319,집,뭐,9
1320,집,글,6
1321,집,아기,36
1322,집,선배님,4
1323,집,남편,32
1324,집,맘,5
1325,한번,생각,17
1326,한번,아가,2
1327,한번,시작,24
1328,한번,뭐,14
1329,한번,글,13
1330,한번,아기,14
1331,한번,선배님,11
1332,한번,남편,16
1333,한번,맘,2
1334,생각,아가,14
1335,생각,출산육아휴직,8
1336,생각,시작,26
1337,생각,뭐,31
1338,생각,글,26
1339,생각,선배님,9
1340,생각,남편,48
1341,생각,맘,16
1342,아가,출산육아휴직,2
1343,아가,시작,5
1344,아가,뭐,9
1345,아가,글,2
1346,아가,아기,14
1347,아가,선배님,1
1348,아가,남편,14
1349,아가,맘,4
1350,출산육아휴직,시작,2
1351,출산육아휴직,뭐,3
1352,출산육아휴직,글,6
1353,출산육아휴직,아기,2
1354,출산육아휴직,선배님,1
1355,출산육아휴직,남편,2
1356,출산육아휴직,맘,3
1357,시작,뭐,14
1358,시작,글,17
1359,시작,아기,21
1360,시작,선배님,7
1361,시작,남편,26
1362,시작,맘,3
1363,뭐,글,12
1364,뭐,아기,23
1365,뭐,선배님,5
1366,뭐,남편,24
1367,뭐,맘,5
1368,글,아기,11
1369,글,선배님,3
1370,글,남편,21
1371,글,맘,4
1372,아기,선배님,11
1373,아기,남편,98
1374,아기,맘,15
1375,선배님,남편,6
1376,선배님,맘,2
1377,남편,맘,13
1378,1년,육아휴직수당,9
1379,1년,12개월,26
1380,1년,중간,15
1381,육아휴직수당,12개월,5
1382,육아휴직수당,중간,1
1383,육아휴직수당,경우,2
1384,12개월,경우,5
1385,중간,경우,5
1386,정부,돈,2
1387,정부,나머지,3
1388,정부,6개월,13
1389,정부,달,1
1390,정부,복직후,1
1391,정부,이후,2
1392,정부,지원,14
1393,정부,사업주,3
1394,정부,지급,11
1395,정부,출산휴가육아휴직,1
1396,정부,급여,15
1397,정부,150만원,3
1398,정부,두번,2
1399,정부,12개월,4
1400,정부,회사,22
1401,정부,첫달,1
1402,돈,나머지,9
1403,돈,6개월,16
1404,돈,달,9
1405,돈,복직후,4
1406,돈,이후,16
1407,돈,지원,4
1408,돈,사업주,2
1409,돈,지급,12
1410,돈,출산휴가육아휴직,6
1411,돈,급여,24
1412,돈,150만원,7
1413,돈,두번,1
1414,돈,첫달,4
1415,나머지,6개월,27
1416,나머지,복직후,5
1417,나머지,이후,12
1418,나머지,지원,8
1419,나머지,사업주,5
1420,나머지,지급,21
1421,나머지,출산휴가육아휴직,10
1422,나머지,급여,32
1423,나머지,150만원,11
1424,나머지,두번,3
1425,나머지,12개월,12
1426,나머지,첫달,3
1427,6개월,달,10
1428,6개월,복직후,28
1429,6개월,이후,24
1430,6개월,지원,6
1431,6개월,사업주,7
1432,6개월,출산휴가육아휴직,18
1433,6개월,급여,48
1434,6개월,150만원,12
1435,6개월,12개월,16
1436,6개월,첫달,4
1437,달,복직후,1
1438,달,이후,8
1439,달,지원,3
1440,달,사업주,2
1441,달,지급,12
1442,달,출산휴가육아휴직,4
1443,달,급여,36
1444,달,150만원,5
1445,달,두번,8
1446,달,12개월,5
1447,달,첫달,4
1448,복직후,이후,3
1449,복직후,지원,5
1450,복직후,지급,10
1451,복직후,출산휴가육아휴직,2
1452,복직후,급여,13
1453,복직후,150만원,5
1454,복직후,두번,1
1455,복직후,12개월,6
1456,복직후,회사,17
1457,복직후,첫달,3
1458,이후,지원,3
1459,이후,사업주,8
1460,이후,지급,21
1461,이후,출산휴가육아휴직,7
1462,이후,급여,45
1463,이후,150만원,6
1464,이후,두번,5
1465,이후,12개월,9
1466,이후,회사,53
1467,이후,첫달,1
1468,지원,사업주,6
1469,지원,지급,14
1470,지원,출산휴가육아휴직,5
1471,지원,급여,17
1472,지원,150만원,12
1473,지원,두번,3
1474,지원,12개월,4
1475,지원,회사,32
1476,지원,첫달,1
1477,사업주,지급,5
1478,사업주,출산휴가육아휴직,1
1479,사업주,급여,17
1480,사업주,150만원,5
1481,사업주,두번,1
1482,사업주,12개월,2
1483,사업주,회사,19
1484,사업주,첫달,1
1485,지급,출산휴가육아휴직,10
1486,지급,급여,73
1487,지급,150만원,16
1488,지급,12개월,13
1489,지급,회사,77
1490,지급,첫달,1
1491,출산휴가육아휴직,급여,23
1492,출산휴가육아휴직,150만원,1
1493,출산휴가육아휴직,두번,1
1494,출산휴가육아휴직,12개월,6
1495,출산휴가육아휴직,회사,77
1496,출산휴가육아휴직,첫달,2
1497,급여,150만원,43
1498,급여,두번,10
1499,급여,12개월,18
1500,급여,회사,203
1501,급여,첫달,10
1502,150만원,두번,3
1503,150만원,12개월,5
1504,150만원,회사,21
1505,150만원,첫달,3
1506,두번,12개월,3
1507,두번,회사,13
1508,두번,첫달,2
1509,12개월,회사,27
1510,12개월,첫달,2
1511,회사,첫달,4
1512,근무,사정,9
1513,근무,나중,10
1514,근무,예정,63
1515,근무,급여,58
1516,사람,사정,4
1517,사람,나중,7
1518,사람,예정,17
1519,사정,나중,3
1520,사정,예정,4
1521,사정,급여,6
1522,사정,회사,27
1523,나중,예정,25
1524,나중,급여,20
1525,예정,급여,71
1526,예정,회사,161
1527,둘째,임신,95
1528,둘째,입사,6
1529,둘째,초등학교,15
1530,첫째,입사,5
1531,첫째,초등학교,13
1532,임신,나중,17
1533,임신,입사,14
1534,임신,초등학교,9
1535,나중,입사,4
1536,나중,초등학교,14
1537,입사,초등학교,2
1538,둘째,가능,55
1539,둘째,공무원,25
1540,둘째,전환,2
1541,둘째,육아휴직중,55
1542,둘째,상태,16
1543,복직,전환,6
1544,복직,육아휴직중,60
1545,복직,상태,38
1546,가능,공무원,30
1547,가능,전환,6
1548,가능,육아휴직중,32
1549,공무원,전환,10
1550,공무원,육아휴직중,27
1551,공무원,상태,12
1552,전환,육아휴직중,3
1553,전환,상태,6
1554,육아휴직중,상태,4
1555,사용,예정,160
1556,1년,예정,135
1557,출근,올해,8
1558,출근,9개월,7
1559,출근,아기,19
1560,올해,9개월,9
1561,올해,아기,20
1562,9개월,아기,16
1563,시작일,글,3
1564,시작일,날짜,3
1565,시작일,계산,9
1566,시작일,출산예정일,8
1567,시작일,작성,3
1568,시작일,90일,4
1569,시작일,365일,3
1570,시작일,12개월,3
1571,시작일,월요일,7
1572,글,날짜,7
1573,글,계산,15
1574,글,출산예정일,12
1575,글,작성,5
1576,글,90일,15
1577,글,365일,3
1578,글,12개월,3
1579,글,월요일,3
1580,날짜,출산예정일,48
1581,날짜,작성,14
1582,날짜,90일,56
1583,날짜,365일,16
1584,날짜,12개월,7
1585,날짜,월요일,13
1586,계산,출산예정일,85
1587,계산,작성,9
1588,계산,365일,35
1589,계산,12개월,10
1590,계산,월요일,16
1591,출산예정일,작성,10
1592,출산예정일,90일,65
1593,출산예정일,365일,17
1594,출산예정일,12개월,6
1595,출산예정일,월요일,10
1596,작성,90일,13
1597,작성,365일,4
1598,작성,12개월,3
1599,작성,월요일,2
1600,90일,365일,31
1601,90일,월요일,11
1602,365일,12개월,7
1603,365일,월요일,4
1604,12개월,월요일,2
1605,복직,예정일,43
1606,사용,예정일,74
1607,사용,복직한지,2
1608,예정일,복직한지,1
1609,예정일,가능,35
1610,예정일,남편,6
1611,복직한지,가능,1
1612,복직한지,남편,1
1613,아빠,아기,17
1614,출산휴가육아휴직,그것,2
1615,출산휴가육아휴직,고용노동부,10
1616,출산휴가육아휴직,서류,11
1617,출산휴가육아휴직,이야기,5
1618,출산휴가육아휴직,말,20
1619,출산휴가육아휴직,요청,2
1620,그것,급여,8
1621,그것,고용노동부,5
1622,그것,서류,2
1623,그것,이야기,4
1624,그것,회사,20
1625,그것,말,8
1626,그것,요청,2
1627,급여,고용노동부,36
1628,급여,서류,32
1629,급여,이야기,7
1630,급여,말,37
1631,급여,요청,10
1632,고용노동부,서류,16
1633,고용노동부,이야기,6
1634,고용노동부,말,18
1635,고용노동부,요청,6
1636,서류,이야기,4
1637,서류,회사,100
1638,서류,말,19
1639,서류,요청,12
1640,이야기,요청,3
1641,말,요청,8
1642,근무,아이,22
1643,근무,추가,7
1644,근무,고용보험,19
1645,근무,지원금,9
1646,근무,근로자,7
1647,근무,지급,20
1648,근무,이유,10
1649,근무,사업장,12
1650,근무,이해,12
1651,근무,생각,45
1652,근무,상황,32
1653,근무,첫째,30
1654,근무,초등학교,7
1655,복직,아이,55
1656,복직,추가,15
1657,복직,고용보험,17
1658,복직,지원금,17
1659,복직,근로자,7
1660,복직,지급,35
1661,복직,급여,84
1662,복직,이유,18
1663,복직,사업장,12
1664,복직,이해,13
1665,복직,초등학교,18
1666,아이,추가,2
1667,아이,고용보험,8
1668,아이,지원금,5
1669,아이,근로자,4
1670,아이,지급,10
1671,아이,내년,28
1672,아이,급여,14
1673,아이,이유,10
1674,아이,사업장,3
1675,아이,이해,5
1676,아이,생각,38
1677,아이,첫째,18
1678,아이,초등학교,13
1679,사용,추가,19
1680,사용,고용보험,27
1681,사용,지원금,8
1682,사용,근로자,17
1683,사용,지급,34
1684,사용,급여,101
1685,사용,이유,13
1686,사용,사업장,7
1687,사용,이해,14
1688,사용,생각,57
1689,사용,상황,41
1690,사용,첫째,77
1691,사용,초등학교,21
1692,추가,고용보험,4
1693,추가,지원금,1
1694,추가,근로자,4
1695,추가,지급,4
1696,추가,내년,7
1697,추가,급여,9
1698,추가,이유,4
1699,추가,사업장,3
1700,추가,이해,2
1701,추가,생각,5
1702,추가,상황,4
1703,추가,첫째,4
1704,추가,회사,26
1705,추가,초등학교,2
1706,고용보험,지원금,4
1707,고용보험,근로자,6
1708,고용보험,지급,25
1709,고용보험,내년,10
1710,고용보험,이유,2
1711,고용보험,사업장,8
1712,고용보험,이해,3
1713,고용보험,생각,9
1714,고용보험,상황,10
1715,고용보험,첫째,5
1716,고용보험,회사,81
1717,고용보험,초등학교,3
1718,지원금,근로자,6
1719,지원금,지급,8
1720,지원금,내년,5
1721,지원금,급여,6
1722,지원금,이유,3
1723,지원금,사업장,7
1724,지원금,이해,4
1725,지원금,생각,5
1726,지원금,상황,8
1727,지원금,첫째,1
1728,지원금,회사,25
1729,지원금,초등학교,3
1730,근로자,지급,5
1731,근로자,내년,1
1732,근로자,급여,6
1733,근로자,이유,2
1734,근로자,사업장,4
1735,근로자,이해,2
1736,근로자,생각,6
1737,근로자,상황,3
1738,근로자,첫째,3
1739,근로자,회사,18
1740,근로자,초등학교,4
1741,지급,내년,15
1742,지급,이유,2
1743,지급,사업장,5
1744,지급,이해,7
1745,지급,생각,8
1746,지급,상황,12
1747,지급,초등학교,3
1748,내년,급여,38
1749,내년,이유,7
1750,내년,사업장,4
1751,내년,이해,5
1752,내년,생각,50
1753,내년,상황,25
1754,내년,첫째,29
1755,내년,초등학교,9
1756,급여,이유,10
1757,급여,사업장,16
1758,급여,이해,15
1759,급여,생각,41
1760,급여,상황,27
1761,급여,첫째,27
1762,급여,초등학교,10
1763,이유,사업장,2
1764,이유,이해,5
1765,이유,생각,16
1766,이유,상황,14
1767,이유,첫째,1
1768,이유,회사,27
1769,이유,초등학교,3
1770,사업장,이해,6
1771,사업장,생각,10
1772,사업장,상황,4
1773,사업장,첫째,4
1774,사업장,회사,24
1775,사업장,초등학교,1
1776,이해,생각,13
1777,이해,상황,8
1778,이해,첫째,3
1779,이해,회사,20
1780,이해,초등학교,3
1781,생각,초등학교,15
1782,상황,초등학교,4
1783,회사,초등학교,12
1784,복직,날짜,38
1785,복직,시,49
1786,복직,사용가능,11
1787,복직,처리,20
1788,복직,출산예정일,35
1789,복직,출산후,15
1790,복직,출산전,17
1791,복직,한번,44
1792,복직,예정,130
1793,복직,주말,18
1794,복직,휴가,44
1795,복직,월요일,8
1796,복직,복귀,21
1797,날짜,시,21
1798,날짜,사용가능,2
1799,날짜,처리,8
1800,날짜,출산후,6
1801,날짜,출산전,9
1802,날짜,예정,54
1803,날짜,주말,15
1804,날짜,내년,13
1805,날짜,올해,5
1806,날짜,휴가,27
1807,날짜,회사,69
1808,날짜,출휴,8
1809,날짜,복귀,5
1810,시,사용가능,5
1811,시,처리,8
1812,시,출산예정일,16
1813,시,출산후,7
1814,시,출산전,6
1815,시,한번,14
1816,시,예정,40
1817,시,주말,7
1818,시,내년,24
1819,시,올해,18
1820,시,휴가,25
1821,시,회사,61
1822,시,월요일,3
1823,시,출휴,12
1824,시,복귀,10
1825,사용가능,처리,1
1826,사용가능,출산예정일,6
1827,사용가능,출산후,1
1828,사용가능,출산전,2
1829,사용가능,한번,2
1830,사용가능,예정,6
1831,사용가능,주말,1
1832,사용가능,내년,1
1833,사용가능,올해,3
1834,사용가능,휴가,5
1835,사용가능,회사,13
1836,사용가능,월요일,3
1837,사용가능,출휴,2
1838,사용가능,복귀,2
1839,처리,출산후,2
1840,처리,출산전,3
1841,처리,한번,9
1842,처리,예정,9
1843,처리,주말,2
1844,처리,내년,7
1845,처리,올해,4
1846,처리,휴가,6
1847,처리,월요일,1
1848,처리,출휴,5
1849,처리,복귀,6
1850,출산예정일,출산후,11
1851,출산예정일,출산전,19
1852,출산예정일,한번,27
1853,출산예정일,예정,48
1854,출산예정일,주말,5
1855,출산예정일,내년,22
1856,출산예정일,올해,14
1857,출산예정일,휴가,35
1858,출산예정일,출휴,7
1859,출산예정일,복귀,7
1860,출산후,출산전,26
1861,출산후,한번,7
1862,출산후,예정,17
1863,출산후,주말,5
1864,출산후,내년,8
1865,출산후,올해,9
1866,출산후,휴가,12
1867,출산후,회사,30
1868,출산후,월요일,1
1869,출산후,출휴,4
1870,출산후,복귀,4
1871,출산전,한번,9
1872,출산전,예정,21
1873,출산전,주말,3
1874,출산전,내년,6
1875,출산전,올해,3
1876,출산전,휴가,20
1877,출산전,회사,39
1878,출산전,월요일,2
1879,출산전,출휴,5
1880,출산전,복귀,5
1881,한번,예정,47
1882,한번,내년,19
1883,한번,올해,12
1884,한번,휴가,21
1885,한번,월요일,7
1886,한번,출휴,9
1887,한번,복귀,8
1888,예정,주말,21
1889,예정,내년,74
1890,예정,올해,54
1891,예정,휴가,72
1892,예정,월요일,10
1893,예정,출휴,29
1894,예정,복귀,28
1895,주말,내년,4
1896,주말,올해,4
1897,주말,휴가,10
1898,주말,회사,15
1899,주말,월요일,11
1900,주말,출휴,4
1901,주말,복귀,2
1902,내년,휴가,27
1903,내년,월요일,2
1904,내년,출휴,14
1905,내년,복귀,16
1906,올해,휴가,18
1907,올해,월요일,2
1908,올해,출휴,12
1909,올해,복귀,16
1910,휴가,회사,87
1911,휴가,월요일,8
1912,휴가,출휴,11
1913,휴가,복귀,8
1914,회사,월요일,7
1915,회사,복귀,76
1916,월요일,출휴,4
1917,월요일,복귀,2
1918,출휴,복귀,6
1919,예정일,한번,23
1920,예정일,선배님,10
1921,예정일,15개,6
1922,예정일,출산휴가육아휴직,26
1923,예정일,임산부,9
1924,예정일,출산,108
1925,계산,선배님,8
1926,계산,15개,14
1927,계산,임산부,8
1928,계산,출산,109
1929,한번,15개,3
1930,한번,출산휴가육아휴직,15
1931,한번,임산부,9
1932,선배님,15개,2
1933,선배님,출산휴가육아휴직,3
1934,선배님,임산부,4
1935,선배님,출산,12
1936,15개,출산휴가육아휴직,8
1937,15개,임산부,3
1938,15개,출산,14
1939,출산휴가육아휴직,임산부,5
1940,출산휴가육아휴직,출산,39
1941,3개월,33,48
1942,3개월,사람,18
